2025-12-14 15:35:29,894 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:36:07,026 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:36:07,026 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:36:07,028 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:36:07,031 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:36:07,031 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:36:28,983 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:36:28,984 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:36:28,984 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:36:28,984 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:36:29,559 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:36:29,559 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:36:29,561 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:36:29,563 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:36:29,563 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:37:04,774 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:37:04,774 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:37:04,774 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:37:04,774 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:37:05,361 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:37:05,361 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:37:05,363 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:37:05,368 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:37:05,368 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:37:32,087 | INFO | knowledgebase-server | Server stopped by user
2026-01-01 21:38:06,920 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:38:06,920 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:38:06,921 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:38:06,921 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:38:07,507 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:38:07,507 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:38:07,509 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:38:07,512 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:38:07,512 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:38:20,203 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:38:20,203 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:38:20,204 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:38:20,204 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:38:20,881 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:38:20,881 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:38:20,883 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:38:20,885 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:38:20,886 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:43:30,882 | INFO | knowledgebase-server | Server stopped by user
2026-01-01 21:43:31,261 | INFO | knowledgebase-server | Server stopped by user
2026-01-01 21:44:00,876 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:44:00,876 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:44:00,877 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:44:00,877 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:44:01,555 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:44:01,555 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:44:01,556 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:44:01,559 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:44:01,559 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:44:14,737 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:44:14,738 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:44:14,738 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:44:14,739 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:44:15,421 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:44:15,421 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:44:15,423 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:44:15,425 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:44:15,425 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:49:45,060 | INFO | knowledgebase-server | Server stopped by user
2026-01-01 21:50:06,724 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:50:06,724 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:50:06,728 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:50:06,728 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:50:07,693 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:50:07,693 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:50:07,696 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:50:07,700 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:50:07,700 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:50:23,515 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:50:23,515 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:50:23,515 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:50:23,516 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:50:24,239 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:50:24,239 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:50:24,242 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:50:24,244 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:50:24,244 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:58:23,989 | INFO | knowledgebase-server | Server stopped by user
2026-01-01 21:59:09,370 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:59:09,370 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:59:09,371 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:59:09,371 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:59:09,935 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:59:09,935 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:59:09,936 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:59:09,938 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:59:09,938 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 21:59:21,766 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 21:59:21,766 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 21:59:21,767 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 21:59:21,767 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 21:59:22,478 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 21:59:22,478 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 21:59:22,480 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 21:59:22,483 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 21:59:22,483 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 22:27:31,890 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 22:27:31,891 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 22:27:31,893 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 22:27:31,893 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 22:27:33,295 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 22:27:33,296 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 22:27:33,298 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 22:27:33,303 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 22:27:33,303 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-01 22:27:48,557 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-01 22:27:48,557 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-01 22:27:48,558 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-01 22:27:48,558 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-01 22:27:49,576 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-01 22:27:49,576 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-01 22:27:49,579 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-01 22:27:49,582 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-01 22:27:49,582 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:33:44,627 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:33:44,628 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:33:44,633 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:33:44,633 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:33:48,088 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:33:48,088 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:33:48,091 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:33:48,094 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:33:48,094 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:34:08,357 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:34:08,358 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:34:08,361 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:34:08,361 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:34:09,687 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:34:09,688 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:34:09,690 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:34:09,693 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:34:09,693 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:44:32,257 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:44:32,258 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:44:32,260 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:44:32,260 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:44:33,499 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:44:33,499 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:44:33,502 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:44:33,506 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:44:33,506 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:44:49,076 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:44:49,076 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:44:49,078 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:44:49,078 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:44:49,973 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:44:49,973 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:44:49,976 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:44:49,980 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:44:49,980 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:45:26,587 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:45:26,587 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:45:26,588 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:45:26,588 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:45:27,594 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:45:27,594 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:45:27,597 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:45:27,600 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:45:27,600 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:51:16,444 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:51:16,445 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:51:16,448 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:51:16,449 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:51:17,823 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:51:17,824 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:51:17,826 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:51:17,829 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:51:17,829 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:54:57,338 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:54:57,338 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:54:57,339 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:54:57,340 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:54:58,097 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:54:58,097 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:54:58,099 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:54:58,102 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:54:58,103 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:56:14,788 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:56:14,788 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:56:14,789 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:56:14,789 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:56:15,410 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:56:15,410 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:56:15,411 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:56:15,414 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:56:15,414 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:56:23,389 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:56:23,389 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:56:23,390 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:56:23,390 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:56:23,977 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:56:23,977 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:56:23,979 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:56:23,981 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:56:23,981 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 12:56:36,977 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 12:56:36,977 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 12:56:36,978 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 12:56:36,978 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 12:56:37,566 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 12:56:37,566 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 12:56:37,568 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 12:56:37,570 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 12:56:37,570 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 13:00:24,651 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 13:00:24,651 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 13:00:24,652 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 13:00:24,652 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 13:00:24,772 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-01-02 13:00:24,772 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2026-01-02 13:00:24,773 | INFO | knowledgebase-server | Loaded 277 document chunks
2026-01-02 13:00:24,773 | INFO | knowledgebase-server | Vector database initialized successfully
2026-01-02 13:00:25,187 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2026-01-02 13:00:25,187 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2026-01-02 13:00:25,189 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2026-01-02 13:00:25,190 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2026-01-02 13:00:25,191 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2026-01-02 13:00:25,301 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
